18:58:43 INFO  : Registering command handlers for SDK TCF services
11:48:22 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
11:48:22 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
11:48:29 INFO  : 
11:48:30 INFO  : Updating hardware inferred compiler options for port_game_mb.
11:48:30 INFO  : Clearing existing target manager status.
11:55:23 ERROR : (XSDB Server)couldn't open "F:/vivado_project/ivado_project
exys_port_game_mb
exys_port_game_mb.sdkport_game_mbDebugport_game_mb.elf": no such file or directory

12:25:06 ERROR : (XSDB Server)Code 16 Time 1757323506116 Format {Invalid context}

12:25:23 ERROR : (XSDB Server)Code 16 Time 1757323506116 Format {Invalid context}

12:25:37 ERROR : (XSDB Server)Code 16 Time 1757323506116 Format {Invalid context}

13:35:40 ERROR : (XSDB Server)Already running

15:51:29 ERROR : (XSDB Server)invalid command name "сщт"

18:04:22 INFO  : Registering command handlers for SDK TCF services
18:04:23 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
18:04:28 INFO  : XSCT server has started successfully.
18:04:28 INFO  : Successfully done setting XSCT server connection channel  
18:04:32 INFO  : Successfully done setting SDK workspace  
18:04:32 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
18:04:32 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
18:04:36 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757357080086,  Project:1757321212523
18:04:36 INFO  : The hardware specification for project 'design_1_wrapper_hw_platform_0' is different from F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
18:04:36 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
18:04:36 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
18:04:43 INFO  : 
18:04:44 INFO  : Updating hardware inferred compiler options for port_game_mb.
18:04:44 INFO  : Clearing existing target manager status.
18:14:52 ERROR : (XSDB Server)couldn't open "F:/vivado_project/ivado_project
exys_port_game_mb
exys_port_game_mb.sdkport_game_mbDebugport_game_mb.elf": no such file or directory

19:09:58 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757433210406,  Project:1757357080086
19:09:58 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
19:10:01 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
19:10:01 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
19:10:03 INFO  : 
19:10:04 INFO  : Updating hardware inferred compiler options for port_game_mb.
19:10:04 INFO  : Clearing existing target manager status.
19:10:04 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
19:10:06 WARN  : Linker script will not be updated automatically. Users need to update it manually.
21:06:12 ERROR : (XSDB Server)Already running

11:25:26 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:25:26 INFO  : Registering command handlers for SDK TCF services
11:25:31 INFO  : XSCT server has started successfully.
11:25:31 INFO  : Successfully done setting XSCT server connection channel  
11:25:36 INFO  : Successfully done setting SDK workspace  
11:25:36 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:25:36 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
12:41:58 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757497232366,  Project:1757433210406
12:41:58 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
12:42:04 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
12:42:04 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
12:42:11 INFO  : 
12:42:12 INFO  : Updating hardware inferred compiler options for port_game_mb.
12:42:12 INFO  : Clearing existing target manager status.
12:42:12 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
12:42:15 WARN  : Linker script will not be updated automatically. Users need to update it manually.
14:07:24 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757500189650,  Project:1757497232366
14:07:24 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
14:07:27 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
14:07:27 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
14:07:29 INFO  : 
14:07:30 INFO  : Updating hardware inferred compiler options for port_game_mb.
14:07:30 INFO  : Clearing existing target manager status.
14:07:30 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
14:07:32 WARN  : Linker script will not be updated automatically. Users need to update it manually.
16:59:40 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
16:59:40 INFO  : Registering command handlers for SDK TCF services
16:59:44 INFO  : XSCT server has started successfully.
16:59:44 INFO  : Successfully done setting XSCT server connection channel  
16:59:48 INFO  : Successfully done setting SDK workspace  
16:59:48 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
16:59:48 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
18:36:20 ERROR : (XSDB Server)couldn't open "F:/vivado_project/ivado_project
exys_port_game_mb
exys_port_game_mb.sdkport_game_mbDebugport_game_mb.elf": no such file or directory

18:59:08 ERROR : (XSDB Server)Already running

19:46:29 ERROR : (XSDB Server)incomplete ELF file read

19:22:17 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
19:22:17 INFO  : Registering command handlers for SDK TCF services
19:22:21 INFO  : XSCT server has started successfully.
19:22:25 INFO  : Successfully done setting XSCT server connection channel  
19:22:25 INFO  : Successfully done setting SDK workspace  
19:22:25 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
19:22:25 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
19:22:28 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1759346562293,  Project:1757500189650
19:22:28 INFO  : The hardware specification for project 'design_1_wrapper_hw_platform_0' is different from F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
19:22:29 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
19:22:29 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
19:22:35 INFO  : 
19:22:36 INFO  : Updating hardware inferred compiler options for port_game_mb.
19:22:36 INFO  : Clearing existing target manager status.
19:22:36 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
19:22:42 WARN  : Linker script will not be updated automatically. Users need to update it manually.
10:09:07 INFO  : Registering command handlers for SDK TCF services
10:09:07 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
10:09:13 INFO  : XSCT server has started successfully.
10:09:13 INFO  : Successfully done setting XSCT server connection channel  
10:09:14 INFO  : Successfully done setting SDK workspace  
10:09:15 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
10:09:15 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
16:41:05 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1759498832556,  Project:1759346562293
16:41:05 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
16:41:07 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
16:41:07 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
16:41:12 INFO  : 
16:41:13 INFO  : Updating hardware inferred compiler options for port_game_mb.
16:41:13 INFO  : Clearing existing target manager status.
16:41:13 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
16:41:15 WARN  : Linker script will not be updated automatically. Users need to update it manually.
17:10:13 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1759500586122,  Project:1759498832556
17:10:13 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
17:10:22 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
17:10:23 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
17:10:25 INFO  : 
17:10:26 INFO  : Updating hardware inferred compiler options for port_game_mb.
17:10:26 INFO  : Clearing existing target manager status.
17:10:26 INFO  : Closing and re-opening the MSS file of ther project port_game_mb_bsp
17:10:26 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
17:10:28 WARN  : Linker script will not be updated automatically. Users need to update it manually.
11:16:50 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:16:50 INFO  : Registering command handlers for SDK TCF services
11:16:54 INFO  : XSCT server has started successfully.
11:16:57 INFO  : Successfully done setting XSCT server connection channel  
11:16:57 INFO  : Successfully done setting SDK workspace  
11:16:57 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:16:57 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:31:21 ERROR : (XSDB Server)couldn't open "F:/vivado_project
exys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

16:00:27 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1759582579861,  Project:1759500586122
16:00:27 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
16:00:29 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
16:00:29 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
16:00:38 INFO  : 
16:00:39 INFO  : Updating hardware inferred compiler options for port_game_mb.
16:00:39 INFO  : Clearing existing target manager status.
12:18:37 INFO  : Registering command handlers for SDK TCF services
12:18:38 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
12:18:43 INFO  : XSCT server has started successfully.
12:18:47 INFO  : Successfully done setting XSCT server connection channel  
12:18:47 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
12:18:50 INFO  : Successfully done setting SDK workspace  
12:18:51 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
14:42:18 INFO  : Registering command handlers for SDK TCF services
14:42:19 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
14:42:22 INFO  : XSCT server has started successfully.
14:42:24 INFO  : Successfully done setting XSCT server connection channel  
14:42:24 INFO  : Successfully done setting SDK workspace  
14:42:24 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
14:42:24 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:55:26 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:55:26 INFO  : Registering command handlers for SDK TCF services
13:55:30 INFO  : XSCT server has started successfully.
13:55:33 INFO  : Successfully done setting XSCT server connection channel  
13:55:33 INFO  : Successfully done setting SDK workspace  
13:55:33 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:55:33 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:56:42 INFO  : Registering command handlers for SDK TCF services
11:56:44 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:56:49 INFO  : XSCT server has started successfully.
11:56:53 INFO  : Successfully done setting XSCT server connection channel  
11:56:53 INFO  : Successfully done setting SDK workspace  
11:56:53 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:56:53 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
14:00:48 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1762685678535,  Project:1759582579861
14:00:48 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
14:01:08 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
14:01:09 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
14:01:15 INFO  : 
14:01:16 INFO  : Updating hardware inferred compiler options for port_game_mb.
14:01:16 INFO  : Clearing existing target manager status.
14:01:16 INFO  : Closing and re-opening the MSS file of ther project port_game_mb_bsp
14:01:16 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
14:01:18 WARN  : Linker script will not be updated automatically. Users need to update it manually.
14:04:51 ERROR : (XSDB Server)Already running

14:27:42 ERROR : (XSDB Server)Already running

14:31:36 ERROR : (XSDB Server)Already running

16:01:20 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1762693134548,  Project:1762685678535
16:01:20 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
16:01:23 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
16:01:23 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
16:01:25 INFO  : 
16:01:26 INFO  : Updating hardware inferred compiler options for port_game_mb.
16:01:26 INFO  : Clearing existing target manager status.
16:01:26 INFO  : Closing and re-opening the MSS file of ther project port_game_mb_bsp
16:01:27 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
16:01:29 WARN  : Linker script will not be updated automatically. Users need to update it manually.
16:33:03 ERROR : (XSDB Server)Code 16 Time 1762695183393 Format {Invalid context}

16:33:07 ERROR : (XSDB Server)Code 16 Time 1762695183393 Format {Invalid context}

16:33:29 ERROR : (XSDB Server)Code 16 Time 1762695183393 Format {Invalid context}

16:34:22 ERROR : (XSDB Server)Code 16 Time 1762695183393 Format {Invalid context}

16:34:33 ERROR : (XSDB Server)Code 16 Time 1762695183393 Format {Invalid context}

17:12:38 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1762697269110,  Project:1762693134548
17:12:38 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
17:12:44 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
17:12:45 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
17:12:47 INFO  : 
17:12:48 INFO  : Updating hardware inferred compiler options for port_game_mb.
17:12:48 INFO  : Clearing existing target manager status.
17:12:48 INFO  : Closing and re-opening the MSS file of ther project port_game_mb_bsp
17:12:48 INFO  : Workspace synchronized with the new hardware specification file. Cleaning dependent projects...
17:12:50 WARN  : Linker script will not be updated automatically. Users need to update it manually.
17:21:08 INFO  : Registering command handlers for SDK TCF services
17:21:09 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
17:21:14 INFO  : XSCT server has started successfully.
17:21:18 INFO  : Successfully done setting XSCT server connection channel  
17:21:18 INFO  : Successfully done setting SDK workspace  
17:21:18 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
17:21:18 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
20:46:55 ERROR : (XSDB Server)incomplete ELF file read

14:31:59 INFO  : Registering command handlers for SDK TCF services
14:32:00 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
14:32:06 INFO  : XSCT server has started successfully.
14:32:06 INFO  : Successfully done setting XSCT server connection channel  
14:32:07 INFO  : Successfully done setting SDK workspace  
14:32:07 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
14:32:07 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:20:44 INFO  : Registering command handlers for SDK TCF services
13:20:45 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:20:50 INFO  : XSCT server has started successfully.
13:20:54 INFO  : Successfully done setting XSCT server connection channel  
13:20:54 INFO  : Successfully done setting SDK workspace  
13:20:54 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:20:54 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:21:40 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1762876629696,  Project:1762697269110
13:21:40 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
13:21:41 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
13:21:42 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
13:21:49 INFO  : 
13:21:50 INFO  : Updating hardware inferred compiler options for port_game_mb.
13:21:50 INFO  : Clearing existing target manager status.
13:56:06 ERROR : (XSDB Server)Already running

17:23:30 INFO  : Registering command handlers for SDK TCF services
17:23:30 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
17:23:33 INFO  : XSCT server has started successfully.
17:23:33 INFO  : Successfully done setting XSCT server connection channel  
17:23:35 INFO  : Successfully done setting SDK workspace  
17:23:35 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
17:23:35 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:25:04 INFO  : Registering command handlers for SDK TCF services
11:25:05 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:25:11 INFO  : XSCT server has started successfully.
11:25:11 INFO  : Successfully done setting XSCT server connection channel  
11:25:19 INFO  : Successfully done setting SDK workspace  
11:25:19 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:25:19 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
20:30:27 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1767547351282,  Project:1762876629696
20:30:27 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
20:30:30 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
20:30:33 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
20:30:44 INFO  : 
20:30:45 INFO  : Updating hardware inferred compiler options for port_game_mb.
20:30:45 INFO  : Clearing existing target manager status.
21:42:53 ERROR : (XSDB Server)incomplete ELF file read

18:13:16 INFO  : Registering command handlers for SDK TCF services
18:13:17 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
18:13:23 INFO  : XSCT server has started successfully.
18:13:23 INFO  : Successfully done setting XSCT server connection channel  
18:13:28 INFO  : Successfully done setting SDK workspace  
18:13:28 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
18:13:28 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
18:14:03 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1767625922357,  Project:1767547351282
18:14:03 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
18:14:19 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
18:14:21 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
18:14:30 INFO  : 
18:14:31 INFO  : Updating hardware inferred compiler options for port_game_mb.
18:14:32 INFO  : Clearing existing target manager status.
19:17:24 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
19:17:24 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
19:17:27 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/design_1_wrapper.bit"
13:42:02 INFO  : Registering command handlers for SDK TCF services
13:42:03 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:42:08 INFO  : XSCT server has started successfully.
13:42:13 INFO  : Successfully done setting XSCT server connection channel  
13:42:13 INFO  : Successfully done setting SDK workspace  
13:42:13 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:42:14 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
15:36:38 ERROR : (XSDB Server)Already running

17:55:46 ERROR : (XSDB Server)incomplete ELF file read

13:42:45 INFO  : Registering command handlers for SDK TCF services
13:42:46 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:42:52 INFO  : XSCT server has started successfully.
13:42:52 INFO  : Successfully done setting XSCT server connection channel  
13:42:57 INFO  : Successfully done setting SDK workspace  
13:42:57 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:42:57 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:49:46 ERROR : (XSDB Server)Подключение не установлено, т.к. конечный компьютер отверг запрос на подключение

14:00:04 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
14:00:04 INFO  : Registering command handlers for SDK TCF services
14:00:09 INFO  : XSCT server has started successfully.
14:00:10 INFO  : Successfully done setting XSCT server connection channel  
14:00:10 INFO  : Successfully done setting SDK workspace  
14:00:10 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
14:00:10 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
17:10:08 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1767880631164,  Project:1767625922357
17:10:08 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
17:10:11 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
17:10:13 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
17:10:23 INFO  : 
17:10:24 INFO  : Updating hardware inferred compiler options for port_game_mb.
17:10:24 INFO  : Clearing existing target manager status.
18:10:12 ERROR : (XSDB Server)incomplete ELF file read

12:31:48 INFO  : Registering command handlers for SDK TCF services
12:31:49 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
12:31:54 INFO  : XSCT server has started successfully.
12:31:54 INFO  : Successfully done setting XSCT server connection channel  
12:31:59 INFO  : Successfully done setting SDK workspace  
12:31:59 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
12:31:59 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
16:50:02 ERROR : (XSDB Server)invalid command name "сщт"

17:02:47 ERROR : (XSDB Server)Already running

18:06:59 INFO  : Registering command handlers for SDK TCF services
